Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S9000000000,American Robin,Turdus migratorius,4700,1,US-NY,Kings,L109516,Prospect Park,40.6602,-73.9690,2024-01-03,11:15 AM,Traveling,142,1,2.85,,1,,,,
S9000000001,American Black Duck,Anas rubripes,365,1,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,Great Blue Heron,Ardea herodias,2800,14,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,Peregrine Falcon,Falco peregrinus,3750,4,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,European Starling,Sturnus vulgaris,4800,8,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,Ring-billed Gull,Larus delawarensis,2450,19,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,[name:Old-Blue] blue/silver colour band,,
S9000000001,Red-bellied Woodpecker,Melanerpes carolinus,3500,12,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,First of year here.,,
S9000000001,Purple Finch,Haemorhous purpureus,4960,1,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,Fish Crow,Corvus ossifragus,4060,8,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,American Kestrel,Falco sparverius,3700,3,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,Blue Jay,Cyanocitta cristata,4000,8,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,Song Sparrow,Melospiza melodia,5230,29,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,Hermit Thrush,Catharus guttatus,4660,11,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,American Goldfinch,Spinus tristis,5000,16,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,American Robin,Turdus migratorius,4700,10,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,Foraging low in the willows near the water.,,
S9000000001,Mourning Dove,Zenaida macroura,1100,10,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,Red-breasted Nuthatch,Sitta canadensis,4320,9,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,Northern Cardinal,Cardinalis cardinalis,6150,1,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,American Coot,Fulica americana,1700,1,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,Dark-eyed Junco,Junco hyemalis,5160,1,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,Mallard,Anas platyrhynchos,360,1,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,[name:Notch] notched tail feather,,
S9000000001,Ruby-crowned Kinglet,Corthylio calendula,4520,2,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000001,Herring Gull,Larus argentatus,2470,16,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-05,04:10 PM,Traveling,51,1,1.66,,1,,,,
S9000000002,Red-tailed Hawk,Buteo jamaicensis,3250,1,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000002,American Goldfinch,Spinus tristis,5000,1,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000002,Song Sparrow,Melospiza melodia,5230,2,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000002,Great Blue Heron,Ardea herodias,2800,X,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000002,Mourning Dove,Zenaida macroura,1100,27,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000002,Herring Gull,Larus argentatus,2470,1,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000002,Hermit Thrush,Catharus guttatus,4660,13,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000002,Yellow-rumped Warbler,Setophaga coronata,5960,15,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,First of year here.,,
S9000000002,Northern Flicker,Colaptes auratus,3600,9,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000002,Tufted Titmouse,Baeolophus bicolor,4250,X,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000002,Canada Goose,Branta canadensis,257,4,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000002,White-breasted Nuthatch,Sitta carolinensis,4300,22,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000002,Northern Cardinal,Cardinalis cardinalis,6150,27,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000002,Swamp Sparrow,Melospiza georgiana,5250,7,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000002,Belted Kingfisher,Megaceryle alcyon,3400,10,US-NJ,Monmouth,L295658,Sandy Hook,40.4376,-73.9916,2024-01-11,03:00 PM,Traveling,111,1,4.12,,1,,,,
S9000000003,Song Sparrow,Melospiza melodia,5230,16,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,Red-shouldered Hawk,Buteo lineatus,3200,4,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,White-breasted Nuthatch,Sitta carolinensis,4300,2,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,Cooper’s Hawk,Astur cooperii,3100,1,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,Mourning Dove,Zenaida macroura,1100,X,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,Red-tailed Hawk,Buteo jamaicensis,3250,18,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,Red-bellied Woodpecker,Melanerpes carolinus,3500,24,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,Herring Gull,Larus argentatus,2470,X,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",612000002
S9000000003,Ring-billed Gull,Larus delawarensis,2450,7,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,Hooded Merganser,Lophodytes cucullatus,440,1,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,Northern Flicker,Colaptes auratus,3600,6,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,"Heard only, never came into view.","Cool, clear morning after the front came through.",
S9000000003,Pileated Woodpecker,Dryocopus pileatus,3620,3,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,Horned Grebe,Podiceps auritus,500,5,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,American Robin,Turdus migratorius,4700,1,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,First of year here.,"Cool, clear morning after the front came through.",
S9000000003,Ruby-crowned Kinglet,Corthylio calendula,4520,7,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,Northern Shoveler,Spatula clypeata,320,4,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,Carolina Wren,Thryothorus ludovicianus,4450,1,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000003,Northern Cardinal,Cardinalis cardinalis,6150,8,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-17,03:40 PM,Traveling,130,1,4.56,,1,,,"Cool, clear morning after the front came through.",
S9000000004,Northern Harrier,Circus hudsonius,3050,1,US-NY,Queens,L152773,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,2024-01-19,12:40 PM,Stationary,33,1,,,1,,,,
S9000000004,American Black Duck,Anas rubripes,365,1,US-NY,Queens,L152773,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,2024-01-19,12:40 PM,Stationary,33,1,,,1,,,,
S9000000004,Cedar Waxwing,Bombycilla cedrorum,4850,1,US-NY,Queens,L152773,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,2024-01-19,12:40 PM,Stationary,33,1,,,1,,,,
S9000000004,American Robin,Turdus migratorius,4700,1,US-NY,Queens,L152773,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,2024-01-19,12:40 PM,Stationary,33,1,,,1,,,,
S9000000004,Red-bellied Woodpecker,Melanerpes carolinus,3500,8,US-NY,Queens,L152773,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,2024-01-19,12:40 PM,Stationary,33,1,,,1,,,,
S9000000004,Ruby-crowned Kinglet,Corthylio calendula,4520,2,US-NY,Queens,L152773,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,2024-01-19,12:40 PM,Stationary,33,1,,,1,,,,
S9000000004,American Crow,Corvus brachyrhynchos,4050,X,US-NY,Queens,L152773,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,2024-01-19,12:40 PM,Stationary,33,1,,,1,,,,
S9000000004,Hooded Merganser,Lophodytes cucullatus,440,1,US-NY,Queens,L152773,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,2024-01-19,12:40 PM,Stationary,33,1,,,1,,"Heard only, never came into view.",,
S9000000004,Ring-billed Gull,Larus delawarensis,2450,1,US-NY,Queens,L152773,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,2024-01-19,12:40 PM,Stationary,33,1,,,1,,Carrying nest material.,,
S9000000004,Black Vulture,Coragyps atratus,2950,5,US-NY,Queens,L152773,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,2024-01-19,12:40 PM,Stationary,33,1,,,1,,,,
S9000000004,Cooper’s Hawk,Astur cooperii,3100,1,US-NY,Queens,L152773,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,2024-01-19,12:40 PM,Stationary,33,1,,,1,,,,
S9000000004,Bufflehead,Bucephala albeola,430,X,US-NY,Queens,L152773,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,2024-01-19,12:40 PM,Stationary,33,1,,,1,,,,
S9000000004,Canada Goose,Branta canadensis,257,X,US-NY,Queens,L152773,Jamaica Bay Wildlife Refuge,40.6188,-73.8233,2024-01-19,12:40 PM,Stationary,33,1,,,1,,Feeding young just out of the nest.,,
S9000000005,Cedar Waxwing,Bombycilla cedrorum,4850,17,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Rock Pigeon,Columba livia,1000,12,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Sanderling,Calidris alba,2000,12,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Blue Jay,Cyanocitta cristata,4000,14,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Common Loon,Gavia immer,2600,7,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Downy Woodpecker,Dryobates pubescens,3550,22,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Red-shouldered Hawk,Buteo lineatus,3200,10,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,White-breasted Nuthatch,Sitta carolinensis,4300,1,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,612000003
S9000000005,Hairy Woodpecker,Dryobates villosus,3570,1,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Canada Goose,Branta canadensis,257,15,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,European Starling,Sturnus vulgaris,4800,26,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Black Vulture,Coragyps atratus,2950,3,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,American Goldfinch,Spinus tristis,5000,14,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Horned Grebe,Podiceps auritus,500,10,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,American Black Duck,Anas rubripes,365,1,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Mute Swan,Cygnus olor,278,5,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Great Horned Owl,Bubo virginianus,3320,5,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Yellow-rumped Warbler,Setophaga coronata,5960,6,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Northern Cardinal,Cardinalis cardinalis,6150,8,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,612000004
S9000000005,Bald Eagle,Haliaeetus leucocephalus,3150,7,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,House Finch,Haemorhous mexicanus,4950,12,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Song Sparrow,Melospiza melodia,5230,6,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000005,Carolina Wren,Thryothorus ludovicianus,4450,1,US-NY,Nassau,L152762,Jones Beach SP--Coast Guard Station,40.5985,-73.5070,2024-01-22,01:45 PM,Stationary,56,1,,,3,,,,
S9000000006,Belted Kingfisher,Megaceryle alcyon,3400,5,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-24,08:40 AM,Stationary,60,1,,,1,,,"Family outing, easy pace.",
S9000000006,Common Goldeneye,Bucephala clangula,433,1,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-24,08:40 AM,Stationary,60,1,,,1,,,"Family outing, easy pace.",
S9000000006,American Coot,Fulica americana,1700,12,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-24,08:40 AM,Stationary,60,1,,,1,,,"Family outing, easy pace.",
S9000000006,Fish Crow,Corvus ossifragus,4060,8,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-24,08:40 AM,Stationary,60,1,,,1,,,"Family outing, easy pace.",
S9000000006,Swamp Sparrow,Melospiza georgiana,5250,10,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-24,08:40 AM,Stationary,60,1,,,1,,,"Family outing, easy pace.",
S9000000006,Mallard,Anas platyrhynchos,360,1,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-24,08:40 AM,Stationary,60,1,,,1,,,"Family outing, easy pace.",
S9000000006,White-breasted Nuthatch,Sitta carolinensis,4300,18,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-24,08:40 AM,Stationary,60,1,,,1,,,"Family outing, easy pace.",612000005 612000006
S9000000006,Song Sparrow,Melospiza melodia,5230,2,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-24,08:40 AM,Stationary,60,1,,,1,,,"Family outing, easy pace.",
S9000000006,Northern Flicker,Colaptes auratus,3600,1,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-24,08:40 AM,Stationary,60,1,,,1,,,"Family outing, easy pace.",
S9000000006,Mourning Dove,Zenaida macroura,1100,30,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-24,08:40 AM,Stationary,60,1,,,1,,,"Family outing, easy pace.",
S9000000006,Tufted Titmouse,Baeolophus bicolor,4250,18,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-24,08:40 AM,Stationary,60,1,,,1,,,"Family outing, easy pace.",
S9000000006,American Robin,Turdus migratorius,4700,2,US-NJ,Passaic,L207514,Garret Mountain Reservation,40.9168,-74.1490,2024-01-24,08:40 AM,Stationary,60,1,,,1,,,"Family outing, easy pace.",
S9000000007,Green-winged Teal,Anas crecca,380,1,US-NY,Orange,L207471,Sterling Forest SP,41.1976,-74.2549,2024-01-30,04:05 PM,Stationary,48,1,,,3,,,Steady warbler movement all morning.,612000007
S9000000007,Fox Sparrow,Passerella iliaca,5140,1,US-NY,Orange,L207471,Sterling Forest SP,41.1976,-74.2549,2024-01-30,04:05 PM,Stationary,48,1,,,3,,,Steady warbler movement all morning.,
S9000000007,Rock Pigeon,Columba livia,1000,19,US-NY,Orange,L207471,Sterling Forest SP,41.1976,-74.2549,2024-01-30,04:05 PM,Stationary,48,1,,,3,,,Steady warbler movement all morning.,
S9000000007,Red-tailed Hawk,Buteo jamaicensis,3250,19,US-NY,Orange,L207471,Sterling Forest SP,41.1976,-74.2549,2024-01-30,04:05 PM,Stationary,48,1,,,3,,Feeding young just out of the nest.,Steady warbler movement all morning.,
S9000000007,Ruby-crowned Kinglet,Corthylio calendula,4520,13,US-NY,Orange,L207471,Sterling Forest SP,41.1976,-74.2549,2024-01-30,04:05 PM,Stationary,48,1,,,3,,,Steady warbler movement all morning.,
S9000000007,Pied-billed Grebe,Podilymbus podiceps,490,1,US-NY,Orange,L207471,Sterling Forest SP,41.1976,-74.2549,2024-01-30,04:05 PM,Stationary,48,1,,,3,,,Steady warbler movement all morning.,
